Produce_Variety,Commodity_Type,Unit,Volume_in_Kgs,Values_in_Ksh,Date,OBJECTID
Horticulture,Cabbages,Ext Bag,126,KES2205.00,01/01/2012 12:00:00 AM,0
Horticulture,Cooking Bananas,Med Bunch,22,KES511.00,01/01/2012 12:00:00 AM,1
Horticulture,Ripe Bananas,Med Bunch,14,KES616.00,01/01/2012 12:00:00 AM,2
Horticulture,Carrots,Ext Bag,138,KES2833.00,01/01/2012 12:00:00 AM,3
Horticulture,Tomatoes,Lg Box,64,KES3411.00,01/01/2012 12:00:00 AM,4
Horticulture,Onions Dry,net,13,KES1043.00,01/01/2012 12:00:00 AM,5
Horticulture,Spring Onions,Bag,142,KES1997.00,01/01/2012 12:00:00 AM,6
Horticulture,Chillies,Bag,38,KES2163.00,01/01/2012 12:00:00 AM,7
Horticulture,Cucumber,Bag,50,KES2377.00,01/01/2012 12:00:00 AM,8
Horticulture,Capsicums,Bag,50,KES2349.00,01/01/2012 12:00:00 AM,9
Horticulture,Brinjals,Bag,44,KES1614.00,01/01/2012 12:00:00 AM,10
Horticulture,Cauliflower,crate,39,KES2737.00,01/01/2012 12:00:00 AM,11
Horticulture,Lettuce,Bag,51,KES2833.00,01/01/2012 12:00:00 AM,12
Horticulture,Passion Fruits,Bag,57,KES4063.00,01/01/2012 12:00:00 AM,13
Horticulture,Oranges,Bag,93,KES2757.00,01/01/2012 12:00:00 AM,14
Horticulture,Lemons,Bag,95,KES1445.00,01/01/2012 12:00:00 AM,15
Horticulture,Mangoes Local,Bag,126,KES1514.00,01/01/2012 12:00:00 AM,16
Horticulture,Mangoes Ngowe,Sm Basket,25,KES785.00,01/01/2012 12:00:00 AM,17
Horticulture,Limes,net,13,KES570.00,01/01/2012 12:00:00 AM,18
Horticulture,Pineapples,Dozen,13,KES748.00,01/01/2012 12:00:00 AM,19
Horticulture,Pawpaw,Lg Box,54,KES1392.00,01/01/2012 12:00:00 AM,20
Horticulture,Avocado,Bag,90,KES2232.00,01/01/2012 12:00:00 AM,21
Horticulture,Kales,Bag,50,KES1328.00,01/01/2012 12:00:00 AM,22
Horticulture,Cabbages,Ext Bag,126,KES2739.00,02/01/2012 12:00:00 AM,23
Horticulture,Cooking Bananas,Med Bunch,22,KES531.00,02/01/2012 12:00:00 AM,24
Horticulture,Ripe Bananas,Med Bunch,14,KES570.00,02/01/2012 12:00:00 AM,25
Horticulture,Carrots,Ext Bag,138,KES2754.00,02/01/2012 12:00:00 AM,26
Horticulture,Tomatoes,Lg Box,64,KES4100.00,02/01/2012 12:00:00 AM,27
Horticulture,Onions Dry,net,13,KES863.00,02/01/2012 12:00:00 AM,28
Horticulture,Spring Onions,Bag,142,KES2142.00,02/01/2012 12:00:00 AM,29
Horticulture,Chillies,Bag,38,KES2610.00,02/01/2012 12:00:00 AM,30
Horticulture,Cucumber,Bag,50,KES1598.00,02/01/2012 12:00:00 AM,31
Horticulture,Capsicums,Bag,50,KES2727.00,02/01/2012 12:00:00 AM,32
Horticulture,Brinjals,Bag,44,KES1578.00,02/01/2012 12:00:00 AM,33
Horticulture,Cauliflower,crate,39,KES2933.00,02/01/2012 12:00:00 AM,34
Horticulture,Lettuce,Bag,51,KES2863.00,02/01/2012 12:00:00 AM,35
Horticulture,Passion Fruits,Bag,57,KES3512.00,02/01/2012 12:00:00 AM,36
Horticulture,Oranges,Bag,93,KES2880.00,02/01/2012 12:00:00 AM,37
Horticulture,Lemons,Bag,95,KES1433.00,02/01/2012 12:00:00 AM,38
Horticulture,Mangoes Local,Bag,126,KES1726.00,02/01/2012 12:00:00 AM,39
Horticulture,Mangoes Ngowe,Sm Basket,25,KES817.00,02/01/2012 12:00:00 AM,40
Horticulture,Limes,net,13,KES544.00,02/01/2012 12:00:00 AM,41
Horticulture,Pineapples,Dozen,13,KES695.00,02/01/2012 12:00:00 AM,42
Horticulture,Pawpaw,Lg Box,54,KES1535.00,02/01/2012 12:00:00 AM,43
Horticulture,Avocado,Bag,90,KES2439.00,02/01/2012 12:00:00 AM,44
Horticulture,Kales,Bag,50,KES1985.00,02/01/2012 12:00:00 AM,45
Horticulture,Cabbages,Ext Bag,126,KES3049.00,03/01/2012 12:00:00 AM,46
Horticulture,Cooking Bananas,Med Bunch,22,KES570.00,03/01/2012 12:00:00 AM,47
Horticulture,Ripe Bananas,Med Bunch,14,KES635.00,03/01/2012 12:00:00 AM,48
Horticulture,Carrots,Ext Bag,138,KES3223.00,03/01/2012 12:00:00 AM,49
Horticulture,Tomatoes,Lg Box,64,KES3685.00,03/01/2012 12:00:00 AM,50
Horticulture,Onions Dry,net,13,KES992.00,03/01/2012 12:00:00 AM,51
Horticulture,Spring Onions,Bag,142,KES1981.00,03/01/2012 12:00:00 AM,52
Horticulture,Chillies,Bag,38,KES2954.00,03/01/2012 12:00:00 AM,53
Horticulture,Cucumber,Bag,50,KES2413.00,03/01/2012 12:00:00 AM,54
Horticulture,Capsicums,Bag,50,KES3247.00,03/01/2012 12:00:00 AM,55
Horticulture,Brinjals,Bag,44,KES1559.00,03/01/2012 12:00:00 AM,56
Horticulture,Cauliflower,crate,39,KES2018.00,03/01/2012 12:00:00 AM,57
Horticulture,Lettuce,Bag,51,KES2939.00,03/01/2012 12:00:00 AM,58
Horticulture,Passion Fruits,Bag,57,KES3351.00,03/01/2012 12:00:00 AM,59
Horticulture,Oranges,Bag,93,KES3075.00,03/01/2012 12:00:00 AM,60
Horticulture,Lemons,Bag,95,KES1300.00,03/01/2012 12:00:00 AM,61
Horticulture,Mangoes Local,Bag,126,KES2015.00,03/01/2012 12:00:00 AM,62
Horticulture,Mangoes Ngowe,Sm Basket,25,KES1130.00,03/01/2012 12:00:00 AM,63
Horticulture,Limes,net,13,KES541.00,03/01/2012 12:00:00 AM,64
Horticulture,Pineapples,Dozen,13,KES748.00,03/01/2012 12:00:00 AM,65
Horticulture,Pawpaw,Lg Box,54,KES1503.00,03/01/2012 12:00:00 AM,66
Horticulture,Avocado,Bag,90,KES2252.00,03/01/2012 12:00:00 AM,67
Horticulture,Kales,Bag,50,KES2049.00,03/01/2012 12:00:00 AM,68
Horticulture,Cabbages,Ext Bag,126,KES2625.00,04/01/2012 12:00:00 AM,69
Horticulture,Cooking Bananas,Med Bunch,22,KES543.00,04/01/2012 12:00:00 AM,70
Horticulture,Ripe Bananas,Med Bunch,14,KES623.00,04/01/2012 12:00:00 AM,71
Horticulture,Carrots,Ext Bag,138,KES3536.00,04/01/2012 12:00:00 AM,72
Horticulture,Tomatoes,Lg Box,64,KES2820.00,04/01/2012 12:00:00 AM,73
Horticulture,Onions Dry,net,13,KES1174.00,04/01/2012 12:00:00 AM,74
Horticulture,Spring Onions,Bag,142,KES1833.00,04/01/2012 12:00:00 AM,75
Horticulture,Chillies,Bag,38,KES2769.00,04/01/2012 12:00:00 AM,76
Horticulture,Cucumber,Bag,50,KES2207.00,04/01/2012 12:00:00 AM,77
Horticulture,Capsicums,Bag,50,KES2889.00,04/01/2012 12:00:00 AM,78
Horticulture,Brinjals,Bag,44,KES1692.00,04/01/2012 12:00:00 AM,79
Horticulture,Cauliflower,crate,39,KES2865.00,04/01/2012 12:00:00 AM,80
Horticulture,Lettuce,Bag,51,KES3729.00,04/01/2012 12:00:00 AM,81
Horticulture,Passion Fruits,Bag,57,KES3589.00,04/01/2012 12:00:00 AM,82
Horticulture,Oranges,Bag,93,KES2792.00,04/01/2012 12:00:00 AM,83
Horticulture,Lemons,Bag,95,KES1199.00,04/01/2012 12:00:00 AM,84
Horticulture,Mangoes Local,Bag,126,KES1993.00,04/01/2012 12:00:00 AM,85
Horticulture,Mangoes Ngowe,Sm Basket,25,KES1069.00,04/01/2012 12:00:00 AM,86
Horticulture,Limes,net,13,KES601.00,04/01/2012 12:00:00 AM,87
Horticulture,Pineapples,Dozen,13,KES747.00,04/01/2012 12:00:00 AM,88
Horticulture,Pawpaw,Lg Box,54,KES1538.00,04/01/2012 12:00:00 AM,89
Horticulture,Avocado,Bag,90,KES2044.00,04/01/2012 12:00:00 AM,90
Horticulture,Kales,Bag,50,KES1580.00,04/01/2012 12:00:00 AM,91
Horticulture,Cabbages,Ext Bag,126,KES2105.00,05/01/2012 12:00:00 AM,92
Horticulture,Cooking Bananas,Med Bunch,22,KES565.00,05/01/2012 12:00:00 AM,93
Horticulture,Ripe Bananas,Med Bunch,14,KES630.00,05/01/2012 12:00:00 AM,94
Horticulture,Carrots,Ext Bag,138,KES3752.00,05/01/2012 12:00:00 AM,95
Horticulture,Tomatoes,Lg Box,64,KES3302.00,05/01/2012 12:00:00 AM,96
Horticulture,Onions Dry,net,13,KES1153.00,05/01/2012 12:00:00 AM,97
Horticulture,Spring Onions,Bag,142,KES1793.00,05/01/2012 12:00:00 AM,98
Horticulture,Chillies,Bag,38,KES2889.00,05/01/2012 12:00:00 AM,99
Horticulture,Cucumber,Bag,50,KES2072.00,05/01/2012 12:00:00 AM,100
Horticulture,Capsicums,Bag,50,KES2758.00,05/01/2012 12:00:00 AM,101
Horticulture,Brinjals,Bag,44,KES1390.00,05/01/2012 12:00:00 AM,102
Horticulture,Cauliflower,crate,39,KES2969.00,05/01/2012 12:00:00 AM,103
Horticulture,Lettuce,Bag,51,KES3390.00,05/01/2012 12:00:00 AM,104
Horticulture,Passion Fruits,Bag,57,KES3633.00,05/01/2012 12:00:00 AM,105
Horticulture,Oranges,Bag,93,KES2708.00,05/01/2012 12:00:00 AM,106
Horticulture,Lemons,Bag,95,KES1461.00,05/01/2012 12:00:00 AM,107
Horticulture,Mangoes Local,Bag,126,KES1960.00,05/01/2012 12:00:00 AM,108
Horticulture,Mangoes Ngowe,Sm Basket,25,KES1132.00,05/01/2012 12:00:00 AM,109
Horticulture,Limes,net,13,KES681.00,05/01/2012 12:00:00 AM,110
Horticulture,Pineapples,Dozen,13,KES788.00,05/01/2012 12:00:00 AM,111
Horticulture,Pawpaw,Lg Box,54,KES1428.00,05/01/2012 12:00:00 AM,112
Horticulture,Avocado,Bag,90,KES1939.00,05/01/2012 12:00:00 AM,113
Horticulture,Kales,Bag,50,KES1206.00,05/01/2012 12:00:00 AM,114
Horticulture,Cabbages,Ext Bag,126,KES2221.00,06/01/2012 12:00:00 AM,115
Horticulture,Cooking Bananas,Med Bunch,22,KES589.00,06/01/2012 12:00:00 AM,116
Horticulture,Ripe Bananas,Med Bunch,14,KES659.00,06/01/2012 12:00:00 AM,117
Horticulture,Carrots,Ext Bag,138,KES4147.00,06/01/2012 12:00:00 AM,118
Horticulture,Tomatoes,Lg Box,64,KES4172.00,06/01/2012 12:00:00 AM,119
Horticulture,Onions Dry,net,13,KES1229.00,06/01/2012 12:00:00 AM,120
Horticulture,Spring Onions,Bag,142,KES1993.00,06/01/2012 12:00:00 AM,121
Horticulture,Chillies,Bag,38,KES2658.00,06/01/2012 12:00:00 AM,122
Horticulture,Cucumber,Bag,50,KES1893.00,06/01/2012 12:00:00 AM,123
Horticulture,Capsicums,Bag,50,KES2758.00,06/01/2012 12:00:00 AM,124
Horticulture,Brinjals,Bag,44,KES1606.00,06/01/2012 12:00:00 AM,125
Horticulture,Cauliflower,crate,39,KES2147.00,06/01/2012 12:00:00 AM,126
Horticulture,Lettuce,Bag,51,KES3281.00,06/01/2012 12:00:00 AM,127
Horticulture,Passion Fruits,Bag,57,KES3636.00,06/01/2012 12:00:00 AM,128
Horticulture,Oranges,Bag,93,KES2410.00,06/01/2012 12:00:00 AM,129
Horticulture,Lemons,Bag,95,KES1767.00,06/01/2012 12:00:00 AM,130
Horticulture,Mangoes Local,Bag,126,KES2018.00,06/01/2012 12:00:00 AM,131
Horticulture,Mangoes Ngowe,Sm Basket,25,KES1004.00,06/01/2012 12:00:00 AM,132
Horticulture,Limes,net,13,KES655.00,06/01/2012 12:00:00 AM,133
Horticulture,Pineapples,Dozen,13,KES851.00,06/01/2012 12:00:00 AM,134
Horticulture,Pawpaw,Lg Box,54,KES1406.00,06/01/2012 12:00:00 AM,135
Horticulture,Avocado,Bag,90,KES1971.00,06/01/2012 12:00:00 AM,136
Horticulture,Kales,Bag,50,KES1272.00,06/01/2012 12:00:00 AM,137
Horticulture,Cabbages,Ext Bag,126,KES2034.00,07/01/2012 12:00:00 AM,138
Horticulture,Cooking Bananas,Med Bunch,22,KES544.00,07/01/2012 12:00:00 AM,139
Horticulture,Ripe Bananas,Med Bunch,14,KES582.00,07/01/2012 12:00:00 AM,140
Horticulture,Carrots,Ext Bag,138,KES4534.00,07/01/2012 12:00:00 AM,141
Horticulture,Tomatoes,Lg Box,64,KES2602.00,07/01/2012 12:00:00 AM,142
Horticulture,Onions Dry,net,13,KES1004.00,07/01/2012 12:00:00 AM,143
Horticulture,Spring Onions,Bag,142,KES2103.00,07/01/2012 12:00:00 AM,144
Horticulture,Chillies,Bag,38,KES2785.00,07/01/2012 12:00:00 AM,145
Horticulture,Cucumber,Bag,50,KES1917.00,07/01/2012 12:00:00 AM,146
Horticulture,Capsicums,Bag,50,KES2552.00,07/01/2012 12:00:00 AM,147
Horticulture,Brinjals,Bag,44,KES1592.00,07/01/2012 12:00:00 AM,148
Horticulture,Cauliflower,crate,39,KES2744.00,07/01/2012 12:00:00 AM,149
Horticulture,Lettuce,Bag,51,KES3563.00,07/01/2012 12:00:00 AM,150
Horticulture,Passion Fruits,Bag,57,KES3726.00,07/01/2012 12:00:00 AM,151
Horticulture,Oranges,Bag,93,KES2413.00,07/01/2012 12:00:00 AM,152
Horticulture,Lemons,Bag,95,KES1695.00,07/01/2012 12:00:00 AM,153
Horticulture,Mangoes Local,Bag,126,KES1750.00,07/01/2012 12:00:00 AM,154
Horticulture,Mangoes Ngowe,Sm Basket,25,KES1063.00,07/01/2012 12:00:00 AM,155
Horticulture,Limes,net,13,KES602.00,07/01/2012 12:00:00 AM,156
Horticulture,Pineapples,Dozen,13,KES831.00,07/01/2012 12:00:00 AM,157
Horticulture,Pawpaw,Lg Box,54,KES1432.00,07/01/2012 12:00:00 AM,158
Horticulture,Avocado,Bag,90,KES1741.00,07/01/2012 12:00:00 AM,159
Horticulture,Kales,Bag,50,KES824.00,07/01/2012 12:00:00 AM,160
Horticulture,Cabbages,Ext Bag,126,KES1905.00,08/01/2012 12:00:00 AM,161
Horticulture,Cooking Bananas,Med Bunch,22,KES572.00,08/01/2012 12:00:00 AM,162
Horticulture,Ripe Bananas,Med Bunch,14,KES542.00,08/01/2012 12:00:00 AM,163
Horticulture,Carrots,Ext Bag,138,KES3850.00,08/01/2012 12:00:00 AM,164
Horticulture,Tomatoes,Lg Box,64,KES2576.00,08/01/2012 12:00:00 AM,165
Horticulture,Onions Dry,net,13,KES887.00,08/01/2012 12:00:00 AM,166
Horticulture,Spring Onions,Bag,142,KES1975.00,08/01/2012 12:00:00 AM,167
Horticulture,Chillies,Bag,38,KES2652.00,08/01/2012 12:00:00 AM,168
Horticulture,Cucumber,Bag,50,KES1572.00,08/01/2012 12:00:00 AM,169
Horticulture,Capsicums,Bag,50,KES2769.00,08/01/2012 12:00:00 AM,170
Horticulture,Brinjals,Bag,44,KES1544.00,08/01/2012 12:00:00 AM,171
Horticulture,Cauliflower,crate,39,KES2408.00,08/01/2012 12:00:00 AM,172
Horticulture,Lettuce,Bag,51,KES4246.00,08/01/2012 12:00:00 AM,173
Horticulture,Passion Fruits,Bag,57,KES3291.00,08/01/2012 12:00:00 AM,174
Horticulture,Oranges,Bag,93,KES2736.00,08/01/2012 12:00:00 AM,175
Horticulture,Lemons,Bag,95,KES1749.00,08/01/2012 12:00:00 AM,176
Horticulture,Mangoes Local,Bag,126,KES1791.00,08/01/2012 12:00:00 AM,177
Horticulture,Mangoes Ngowe,Sm Basket,25,KES1013.00,08/01/2012 12:00:00 AM,178
Horticulture,Limes,net,13,KES817.00,08/01/2012 12:00:00 AM,179
Horticulture,Pineapples,Dozen,13,KES698.00,08/01/2012 12:00:00 AM,180
Horticulture,Pawpaw,Lg Box,54,KES1388.00,08/01/2012 12:00:00 AM,181
Horticulture,Avocado,Bag,90,KES1634.00,08/01/2012 12:00:00 AM,182
Horticulture,Kales,Bag,50,KES682.00,08/01/2012 12:00:00 AM,183
Horticulture,Cabbages,Ext Bag,126,KES1792.00,09/01/2012 12:00:00 AM,184
Horticulture,Cooking Bananas,Med Bunch,22,KES571.00,09/01/2012 12:00:00 AM,185
Horticulture,Ripe Bananas,Med Bunch,14,KES573.00,09/01/2012 12:00:00 AM,186
Horticulture,Carrots,Ext Bag,138,KES3261.00,09/01/2012 12:00:00 AM,187
Horticulture,Tomatoes,Lg Box,64,KES2602.00,09/01/2012 12:00:00 AM,188
Horticulture,Onions Dry,net,13,KES1018.00,09/01/2012 12:00:00 AM,189
Horticulture,Spring Onions,Bag,142,KES2097.00,09/01/2012 12:00:00 AM,190
Horticulture,Chillies,Bag,38,KES3783.00,09/01/2012 12:00:00 AM,191
Horticulture,Cucumber,Bag,50,KES1735.00,09/01/2012 12:00:00 AM,192
Horticulture,Capsicums,Bag,50,KES2674.00,09/01/2012 12:00:00 AM,193
Horticulture,Brinjals,Bag,44,KES1474.00,09/01/2012 12:00:00 AM,194
Horticulture,Cauliflower,crate,39,KES2087.00,09/01/2012 12:00:00 AM,195
Horticulture,Lettuce,Bag,51,KES4983.00,09/01/2012 12:00:00 AM,196
Horticulture,Passion Fruits,Bag,57,KES3536.00,09/01/2012 12:00:00 AM,197
Horticulture,Oranges,Bag,93,KES3163.00,09/01/2012 12:00:00 AM,198
Horticulture,Lemons,Bag,95,KES1374.00,09/01/2012 12:00:00 AM,199
Horticulture,Mangoes Local,Bag,126,KES2013.00,09/01/2012 12:00:00 AM,200
Horticulture,Mangoes Ngowe,Sm Basket,25,KES932.00,09/01/2012 12:00:00 AM,201
Horticulture,Limes,net,13,KES626.00,09/01/2012 12:00:00 AM,202
Horticulture,Pineapples,Dozen,13,KES935.00,09/01/2012 12:00:00 AM,203
Horticulture,Pawpaw,Lg Box,54,KES1715.00,09/01/2012 12:00:00 AM,204
Horticulture,Avocado,Bag,90,KES1975.00,09/01/2012 12:00:00 AM,205
Horticulture,Kales,Bag,50,KES764.00,09/01/2012 12:00:00 AM,206
Horticulture,Cabbages,Ext Bag,126,KES1643.00,10/01/2012 12:00:00 AM,207
Horticulture,Cooking Bananas,Med Bunch,22,KES626.00,10/01/2012 12:00:00 AM,208
Horticulture,Ripe Bananas,Med Bunch,14,KES636.00,10/01/2012 12:00:00 AM,209
Horticulture,Carrots,Ext Bag,138,KES2778.00,10/01/2012 12:00:00 AM,210
Horticulture,Tomatoes,Lg Box,64,KES2576.00,10/01/2012 12:00:00 AM,211
Horticulture,Onions Dry,net,13,KES819.00,10/01/2012 12:00:00 AM,212
Horticulture,Spring Onions,Bag,142,KES1852.00,10/01/2012 12:00:00 AM,213
Horticulture,Chillies,Bag,38,KES2592.00,10/01/2012 12:00:00 AM,214
Horticulture,Cucumber,Bag,50,KES2020.00,10/01/2012 12:00:00 AM,215
Horticulture,Capsicums,Bag,50,KES2439.00,10/01/2012 12:00:00 AM,216
Horticulture,Brinjals,Bag,44,KES1386.00,10/01/2012 12:00:00 AM,217
Horticulture,Cauliflower,crate,39,KES1883.00,10/01/2012 12:00:00 AM,218
Horticulture,Lettuce,Bag,51,KES4944.00,10/01/2012 12:00:00 AM,219
Horticulture,Passion Fruits,Bag,57,KES3429.00,10/01/2012 12:00:00 AM,220
Horticulture,Oranges,Bag,93,KES3003.00,10/01/2012 12:00:00 AM,221
Horticulture,Lemons,Bag,95,KES1455.00,10/01/2012 12:00:00 AM,222
Horticulture,Mangoes Local,Bag,126,KES1862.00,10/01/2012 12:00:00 AM,223
Horticulture,Mangoes Ngowe,Sm Basket,25,KES1174.00,10/01/2012 12:00:00 AM,224
Horticulture,Limes,net,13,KES680.00,10/01/2012 12:00:00 AM,225
Horticulture,Pineapples,Dozen,13,KES841.00,10/01/2012 12:00:00 AM,226
Horticulture,Pawpaw,Lg Box,54,KES1431.00,10/01/2012 12:00:00 AM,227
Horticulture,Avocado,Bag,90,KES1860.00,10/01/2012 12:00:00 AM,228
Horticulture,Kales,Bag,50,KES749.00,10/01/2012 12:00:00 AM,229
Horticulture,Cabbages,Ext Bag,126,KES1410.00,11/01/2012 12:00:00 AM,230
Horticulture,Cooking Bananas,Med Bunch,22,KES548.00,11/01/2012 12:00:00 AM,231
Horticulture,Ripe Bananas,Med Bunch,14,KES593.00,11/01/2012 12:00:00 AM,232
Horticulture,Carrots,Ext Bag,138,KES2515.00,11/01/2012 12:00:00 AM,233
Horticulture,Tomatoes,Lg Box,64,KES3392.00,11/01/2012 12:00:00 AM,234
Horticulture,Onions Dry,net,13,KES907.00,11/01/2012 12:00:00 AM,235
Horticulture,Spring Onions,Bag,142,KES2015.00,11/01/2012 12:00:00 AM,236
Horticulture,Chillies,Bag,38,KES2387.00,11/01/2012 12:00:00 AM,237
Horticulture,Cucumber,Bag,50,KES1756.00,11/01/2012 12:00:00 AM,238
Horticulture,Capsicums,Bag,50,KES2088.00,11/01/2012 12:00:00 AM,239
Horticulture,Brinjals,Bag,44,KES1325.00,11/01/2012 12:00:00 AM,240
Horticulture,Cauliflower,crate,39,KES1364.00,11/01/2012 12:00:00 AM,241
Horticulture,Lettuce,Bag,51,KES2182.00,11/01/2012 12:00:00 AM,242
Horticulture,Passion Fruits,Bag,57,KES3505.00,11/01/2012 12:00:00 AM,243
Horticulture,Oranges,Bag,93,KES2678.00,11/01/2012 12:00:00 AM,244
Horticulture,Lemons,Bag,95,KES1546.00,11/01/2012 12:00:00 AM,245
Horticulture,Mangoes Local,Bag,126,KES1807.00,11/01/2012 12:00:00 AM,246
Horticulture,Mangoes Ngowe,Sm Basket,25,KES875.00,11/01/2012 12:00:00 AM,247
Horticulture,Limes,net,13,KES847.00,11/01/2012 12:00:00 AM,248
Horticulture,Pineapples,Dozen,13,KES778.00,11/01/2012 12:00:00 AM,249
Horticulture,Pawpaw,Lg Box,54,KES1298.00,11/01/2012 12:00:00 AM,250
Horticulture,Avocado,Bag,90,KES1847.00,11/01/2012 12:00:00 AM,251
Horticulture,Kales,Bag,50,KES670.00,11/01/2012 12:00:00 AM,252
Horticulture,Cabbages,Ext Bag,126,KES1504.00,12/01/2012 12:00:00 AM,253
Horticulture,Cooking Bananas,Med Bunch,22,KES547.00,12/01/2012 12:00:00 AM,254
Horticulture,Ripe Bananas,Med Bunch,14,KES577.00,12/01/2012 12:00:00 AM,255
Horticulture,Carrots,Ext Bag,138,KES2507.00,12/01/2012 12:00:00 AM,256
Horticulture,Tomatoes,Lg Box,64,KES3348.00,12/01/2012 12:00:00 AM,257
Horticulture,Onions Dry,net,13,KES900.00,12/01/2012 12:00:00 AM,258
Horticulture,Spring Onions,Bag,142,KES2390.00,12/01/2012 12:00:00 AM,259
Horticulture,Chillies,Bag,38,KES3300.00,12/01/2012 12:00:00 AM,260
Horticulture,Cucumber,Bag,50,KES1861.00,12/01/2012 12:00:00 AM,261
Horticulture,Capsicums,Bag,50,KES2222.00,12/01/2012 12:00:00 AM,262
Horticulture,Brinjals,Bag,44,KES1427.00,12/01/2012 12:00:00 AM,263
Horticulture,Cauliflower,crate,39,KES1993.00,12/01/2012 12:00:00 AM,264
Horticulture,Lettuce,Bag,51,KES3932.00,12/01/2012 12:00:00 AM,265
Horticulture,Passion Fruits,Bag,57,KES3548.00,12/01/2012 12:00:00 AM,266
Horticulture,Oranges,Bag,93,KES2877.00,12/01/2012 12:00:00 AM,267
Horticulture,Lemons,Bag,95,KES1911.00,12/01/2012 12:00:00 AM,268
Horticulture,Mangoes Local,Bag,126,KES2124.00,12/01/2012 12:00:00 AM,269
Horticulture,Mangoes Ngowe,Sm Basket,25,KES912.00,12/01/2012 12:00:00 AM,270
Horticulture,Limes,net,13,KES728.00,12/01/2012 12:00:00 AM,271
Horticulture,Pineapples,Dozen,13,KES727.00,12/01/2012 12:00:00 AM,272
Horticulture,Pawpaw,Lg Box,54,KES1611.00,12/01/2012 12:00:00 AM,273
Horticulture,Avocado,Bag,90,KES2255.00,12/01/2012 12:00:00 AM,274
Horticulture,Kales,Bag,50,KES690.00,12/01/2012 12:00:00 AM,275
Horticulture,Cabbages,Ext Bag,126,KES1466.00,01/01/2013 12:00:00 AM,276
Horticulture,Kales,Bag,50,KES685.00,01/01/2013 12:00:00 AM,277
Horticulture,Avocado,Bag,90,KES1981.00,01/01/2013 12:00:00 AM,278
Horticulture,Pawpaw,Lg Box,54,KES1479.00,01/01/2013 12:00:00 AM,279
Horticulture,Pineapples,Dozen,13,KES897.00,01/01/2013 12:00:00 AM,280
Horticulture,Limes,net,13,KES582.00,01/01/2013 12:00:00 AM,281
Horticulture,Mangoes Ngowe,Sm Basket,25,KES827.00,01/01/2013 12:00:00 AM,282
Horticulture,Mangoes Local,Bag,126,KES1833.00,01/01/2013 12:00:00 AM,283
Horticulture,Lemons,Bag,95,KES1875.00,01/01/2013 12:00:00 AM,284
Horticulture,Oranges,Bag,93,KES2938.00,01/01/2013 12:00:00 AM,285
Horticulture,Passion Fruits,Bag,57,KES3180.00,01/01/2013 12:00:00 AM,286
Horticulture,Lettuce,Bag,51,KES4047.00,01/01/2013 12:00:00 AM,287
Horticulture,Cauliflower,crate,39,KES2098.00,01/01/2013 12:00:00 AM,288
Horticulture,Brinjals,Bag,44,KES1547.00,01/01/2013 12:00:00 AM,289
Horticulture,Capsicums,Bag,50,KES2099.00,01/01/2013 12:00:00 AM,290
Horticulture,Cucumber,Bag,50,KES1697.00,01/01/2013 12:00:00 AM,291
Horticulture,Chillies,Bag,38,KES2403.00,01/01/2013 12:00:00 AM,292
Horticulture,Spring Onions,Bag,142,KES1785.00,01/01/2013 12:00:00 AM,293
Horticulture,Onions Dry,net,13,KES797.00,01/01/2013 12:00:00 AM,294
Horticulture,Tomatoes,Lg Box,64,KES2831.00,01/01/2013 12:00:00 AM,295
Horticulture,Carrots,Ext Bag,138,KES2538.00,01/01/2013 12:00:00 AM,296
Horticulture,Ripe Bananas,Med Bunch,14,KES609.00,01/01/2013 12:00:00 AM,297
Horticulture,Cooking Bananas,Med Bunch,22,KES586.00,01/01/2013 12:00:00 AM,298
Horticulture,Cooking Bananas,Med Bunch,22,KES629.00,02/01/2013 12:00:00 AM,299
Horticulture,Kales,Bag,50,KES804.00,02/01/2013 12:00:00 AM,300
Horticulture,Avocado,Bag,90,KES2394.00,02/01/2013 12:00:00 AM,301
Horticulture,Pawpaw,Lg Box,54,KES1472.00,02/01/2013 12:00:00 AM,302
Horticulture,Pineapples,Dozen,13,KES750.00,02/01/2013 12:00:00 AM,303
Horticulture,Limes,net,13,KES710.00,02/01/2013 12:00:00 AM,304
Horticulture,Mangoes Ngowe,Sm Basket,25,KES927.00,02/01/2013 12:00:00 AM,305
Horticulture,Mangoes Local,Bag,126,KES1957.00,02/01/2013 12:00:00 AM,306
Horticulture,Lemons,Bag,95,KES2051.00,02/01/2013 12:00:00 AM,307
Horticulture,Oranges,Bag,93,KES3230.00,02/01/2013 12:00:00 AM,308
Horticulture,Passion Fruits,Bag,57,KES2955.00,02/01/2013 12:00:00 AM,309
Horticulture,Lettuce,Bag,51,KES3476.00,02/01/2013 12:00:00 AM,310
Horticulture,Cauliflower,crate,39,KES2483.00,02/01/2013 12:00:00 AM,311
Horticulture,Brinjals,Bag,44,KES1836.00,02/01/2013 12:00:00 AM,312
Horticulture,Capsicums,Bag,50,KES2517.00,02/01/2013 12:00:00 AM,313
Horticulture,Cucumber,Bag,50,KES2251.00,02/01/2013 12:00:00 AM,314
Horticulture,Chillies,Bag,38,KES2989.00,02/01/2013 12:00:00 AM,315
Horticulture,Spring Onions,Bag,142,KES2254.00,02/01/2013 12:00:00 AM,316
Horticulture,Onions Dry,net,13,KES792.00,02/01/2013 12:00:00 AM,317
